time, prob_0
6.890000,0.910734
6.900000,0.907863
6.910000,0.904950
6.920000,0.901997
6.930000,0.899004
6.940000,0.895971
6.950000,0.892898
6.960000,0.889786
6.970000,0.886635
6.980000,0.883445
6.990000,0.880217
7.000000,0.876951
7.010000,0.873647
7.020000,0.870306
7.030000,0.866928
7.040000,0.863513
7.050000,0.860062
7.060000,0.856575
7.070000,0.853052
7.080000,0.849494
7.090000,0.845901
7.100000,0.842273
7.110000,0.838611
7.120000,0.834916
7.130000,0.831186
7.140000,0.827424
7.150000,0.823629
7.160000,0.819801
7.170000,0.815942
7.180000,0.812051
7.190000,0.808129
7.200000,0.804176
7.210000,0.800192
7.220000,0.796179
7.230000,0.792136
7.240000,0.788063
7.250000,0.783962
7.260000,0.779833
7.270000,0.775675
7.280000,0.771490
7.290000,0.767278
7.300000,0.763039
7.310000,0.758773
7.320000,0.754482
7.330000,0.750166
7.340000,0.745824
7.350000,0.741458
7.360000,0.737068
7.370000,0.732654
7.380000,0.728216
7.390000,0.723756
7.400000,0.719274
7.410000,0.714769
7.420000,0.710243
7.430000,0.705696
7.440000,0.701129
7.450000,0.696541
7.460000,0.691934
7.470000,0.687308
7.480000,0.682662
7.490000,0.677999
7.500000,0.673318
7.510000,0.668619
7.520000,0.663904
7.530000,0.659172
7.540000,0.654424
7.550000,0.649661
7.560000,0.644883
7.570000,0.640090
7.580000,0.635283
7.590000,0.630463
7.600000,0.625630
7.610000,0.620784
7.620000,0.615926
7.630000,0.611057
7.640000,0.606176
7.650000,0.601285
7.660000,0.596384
7.670000,0.591473
7.680000,0.586553
7.690000,0.581624
7.700000,0.576687
7.710000,0.571742
7.720000,0.566791
7.730000,0.561832
7.740000,0.556867
7.750000,0.551897
7.760000,0.546922
7.770000,0.541941
7.780000,0.536957
7.790000,0.531969
7.800000,0.526978
7.810000,0.521984
7.820000,0.516988
7.830000,0.511990
7.840000,0.506991
7.850000,0.501991
7.860000,0.496991
7.870000,0.491991
7.880000,0.486992
7.890000,0.481995
7.900000,0.476999
7.910000,0.472005
7.920000,0.467015
7.930000,0.462027
7.940000,0.457044
7.950000,0.452065
7.960000,0.447090
7.970000,0.442121
7.980000,0.437157
7.990000,0.432200
8.000000,0.427250
8.010000,0.422307
8.020000,0.417372
8.030000,0.412445
8.040000,0.407526
8.050000,0.402617
8.060000,0.397718
8.070000,0.392829
8.080000,0.387951
8.090000,0.383083
8.100000,0.378228
8.110000,0.373385
8.120000,0.368554
8.130000,0.363737
8.140000,0.358933
8.150000,0.354143
8.160000,0.349368
8.170000,0.344608
8.180000,0.339863
8.190000,0.335135
8.200000,0.330423
8.210000,0.325727
8.220000,0.321050
8.230000,0.316390
8.240000,0.311749
8.250000,0.307126
8.260000,0.302523
8.270000,0.297939
8.280000,0.293376
8.290000,0.288833
8.300000,0.284312
8.310000,0.279812
8.320000,0.275334
8.330000,0.270878
8.340000,0.266445
8.350000,0.262036
8.360000,0.257651
8.370000,0.253290
8.380000,0.248953
8.390000,0.244642
8.400000,0.240356
8.410000,0.236096
8.420000,0.231862
8.430000,0.227655
8.440000,0.223476
8.450000,0.219324
8.460000,0.215200
8.470000,0.211105
8.480000,0.207039
8.490000,0.203001
8.500000,0.198994
8.510000,0.195017
8.520000,0.191070
8.530000,0.187154
8.540000,0.183269
8.550000,0.179416
8.560000,0.175595
8.570000,0.171807
8.580000,0.168051
8.590000,0.164329
8.600000,0.160640
8.610000,0.156985
8.620000,0.153364
8.630000,0.149778
8.640000,0.146227
8.650000,0.142712
8.660000,0.139232
8.670000,0.135788
8.680000,0.132381
8.690000,0.129010
8.700000,0.125677
8.710000,0.122381
8.720000,0.119122
8.730000,0.115902
8.740000,0.112720
8.750000,0.109577
8.760000,0.106473
8.770000,0.103408
